time,open_N,open_N-1,close_N,close_N-1,low_N,low_N-1,high_N,high_N-1,volume_N,volume_N-1,pattern_N,pattern_N-1,body_N,body_N-1,candle_height_N,candle_height_N-1,shadow_up_N,shadow_up_N-1,shadow_down_N,shadow_down_N-1,body_diff,shadow_sum_N,shadow_sum_N-1,ratio_up_shadow_to_body_N,ratio_up_shadow_to_body_N_abs,ratio_up_shadow_to_body_N-1,ratio_up_shadow_to_body_N-1_abs,ratio_down_shadow_to_body_N,ratio_down_shadow_to_body_N_abs,ratio_down_shadow_to_body_N-1,ratio_down_shadow_to_body_N-1_abs,ratio_sum_shadow_to_body_N,ratio_sum_shadow_to_body_N_abs,ratio_sum_shadow_to_body_N-1,ratio_sum_shadow_to_body_N-1_abs,ratio_of_body,ratio_of_body_abs,is_zero_body_N,is_zero_body_N-1,pattern,cluster,pca_1,pca_2
2012-12-06 11:00:00,9391,9431,9393,9389,9367,9380,9405,9431,31666,54519,1,1,2,-2,38,51,12,0,24,9,4,36,9,6.0,6.0,-0.0,0.0,12.0,12.0,-4.5,4.5,18.0,18.0,-4.5,4.5,-1.0,1.0,0,0,1,2,-3.2377985869765564,0.51876593330261
2012-12-24 18:00:00,9378,9387,9382,9377,9366,9366,9383,9390,18838,25603,1,1,4,-1,17,24,1,3,12,11,5,13,14,0.25,0.25,-3.0,3.0,3.0,3.0,-11.0,11.0,3.25,3.25,-14.0,14.0,-4.0,4.0,0,0,1,2,-3.4229282389493383,-0.3331257191808621
2012-12-24 21:00:00,9384,9393,9386,9383,9384,9378,9392,9395,2090,3404,1,1,2,-1,8,17,6,2,0,5,3,6,7,3.0,3.0,-2.0,2.0,0.0,0.0,-5.0,5.0,3.0,3.0,-7.0,7.0,-2.0,2.0,0,0,1,2,-3.646074166712504,-0.920671128127423
2013-01-09 14:00:00,9922,9943,9925,9918,9919,9909,9934,9948,7996,18118,1,1,3,-4,15,39,9,5,3,9,7,12,14,3.0,3.0,-1.25,1.25,1.0,1.0,-2.25,2.25,4.0,4.0,-3.5,3.5,-0.75,0.75,0,0,1,2,-3.408309791803164,-0.8123034043466065
2013-01-14 15:00:00,10156,10190,10163,10155,10146,10153,10168,10192,16165,33411,1,1,7,-1,22,39,5,2,10,2,8,15,4,0.7142857142857143,0.7142857142857143,-2.0,2.0,1.4285714285714286,1.4285714285714286,-2.0,2.0,2.142857142857143,2.142857142857143,-4.0,4.0,-7.0,7.0,0,0,1,2,-3.3892581741618435,-0.7252077137680631
2013-01-16 20:00:00,10085,10089,10087,10083,10083,10082,10093,10100,3493,15073,1,1,2,-2,10,18,6,11,2,1,4,8,12,3.0,3.0,-5.5,5.5,1.0,1.0,-0.5,0.5,4.0,4.0,-6.0,6.0,-1.0,1.0,0,0,1,2,-3.4249530836777065,-0.9044288923797472
2013-01-22 11:00:00,10394,10452,10409,10392,10373,10390,10409,10468,34344,59643,1,1,15,-2,36,78,0,16,21,2,17,21,18,0.0,0.0,-8.0,8.0,1.4,1.4,-1.0,1.0,1.4,1.4,-9.0,9.0,-7.5,7.5,0,0,1,2,-3.0248946749710686,-0.14594192063128464
2013-01-23 20:00:00,10373,10417,10382,10371,10366,10355,10386,10423,4940,25294,1,1,9,-2,20,68,4,6,7,16,11,11,22,0.4444444444444444,0.4444444444444444,-3.0,3.0,0.7777777777777778,0.7777777777777778,-8.0,8.0,1.2222222222222223,1.2222222222222223,-11.0,11.0,-4.5,4.5,0,0,1,2,-3.077438937182604,-0.6451633225085347
2013-01-28 22:00:00,10790,10805,10792,10788,10786,10788,10798,10807,3639,6346,1,1,2,-2,12,19,6,2,4,0,4,10,2,3.0,3.0,-1.0,1.0,2.0,2.0,-0.0,0.0,5.0,5.0,-1.0,1.0,-1.0,1.0,0,0,1,2,-3.36200068130295,-1.2047480899623544
2013-01-31 23:00:00,11022,11028,11025,11020,11010,11010,11038,11030,6534,6889,1,1,3,-2,28,20,13,2,12,10,5,25,12,4.333333333333333,4.333333333333333,-1.0,1.0,4.0,4.0,-5.0,5.0,8.333333333333334,8.333333333333334,-6.0,6.0,-1.5,1.5,0,0,1,2,-2.9777147989363915,-0.7384087047220494
2013-02-01 20:00:00,10853,10871,10864,10851,10849,10811,10872,10883,9692,46145,1,1,11,-2,23,72,8,12,4,40,13,12,52,0.7272727272727273,0.7272727272727273,-6.0,6.0,0.36363636363636365,0.36363636363636365,-20.0,20.0,1.0909090909090908,1.0909090909090908,-26.0,26.0,-5.5,5.5,0,0,1,2,-2.503541692590223,0.03713015646826586
2013-02-07 17:00:00,10548,10594,10570,10547,10525,10542,10585,10632,130603,107372,1,1,22,-1,60,90,15,38,23,5,23,38,43,0.6818181818181818,0.6818181818181818,-38.0,38.0,1.0454545454545454,1.0454545454545454,-5.0,5.0,1.7272727272727273,1.7272727272727273,-43.0,43.0,-22.0,22.0,0,0,1,2,-2.100986777764281,2.1725408542538824
2013-02-07 20:00:00,10494,10579,10500,10493,10483,10463,10510,10593,13279,66559,1,1,6,-1,27,130,10,14,11,30,7,21,44,1.6666666666666667,1.6666666666666667,-14.0,14.0,1.8333333333333333,1.8333333333333333,-30.0,30.0,3.5,3.5,-44.0,44.0,-6.0,6.0,0,0,1,2,-2.200842221306214,0.8737895665209139
2013-02-08 12:00:00,10523,10596,10538,10522,10513,10510,10568,10606,73919,92552,1,1,15,-1,55,96,30,10,10,12,16,40,22,2.0,2.0,-10.0,10.0,0.6666666666666666,0.6666666666666666,-12.0,12.0,2.6666666666666665,2.6666666666666665,-22.0,22.0,-15.0,15.0,0,0,1,2,-2.557652858937722,0.9919153838179886
2013-02-11 15:00:00,10772,10805,10780,10770,10748,10746,10809,10808,47819,58229,1,1,8,-2,61,62,29,3,24,24,10,53,27,3.625,3.625,-1.5,1.5,3.0,3.0,-12.0,12.0,6.625,6.625,-13.5,13.5,-4.0,4.0,0,0,1,2,-2.556953342876117,0.4767888381849255
2013-02-11 22:00:00,10686,10705,10689,10684,10683,10671,10699,10707,3399,10843,1,1,3,-2,16,36,10,2,3,13,5,13,15,3.3333333333333335,3.3333333333333335,-1.0,1.0,1.0,1.0,-6.5,6.5,4.333333333333333,4.333333333333333,-7.5,7.5,-1.5,1.5,0,0,1,2,-3.1445439630386196,-0.8803399940165905
2013-02-20 15:00:00,10738,10816,10744,10737,10717,10719,10765,10816,63863,125109,1,1,6,-1,48,97,21,0,21,18,7,42,18,3.5,3.5,-0.0,0.0,3.5,3.5,-18.0,18.0,7.0,7.0,-18.0,18.0,-6.0,6.0,0,0,1,2,-2.661948791374602,1.024678847344277
2013-02-20 19:00:00,10803,10834,10812,10801,10791,10793,10846,10855,48736,74024,1,1,9,-2,55,62,34,21,12,8,11,46,29,3.7777777777777777,3.7777777777777777,-10.5,10.5,1.3333333333333333,1.3333333333333333,-4.0,4.0,5.111111111111111,5.111111111111111,-14.5,14.5,-4.5,4.5,0,0,1,2,-2.586267449910851,0.491937793735645
2013-02-22 16:00:00,10646,10686,10654,10644,10643,10614,10685,10695,58260,110858,1,1,8,-2,42,81,31,9,3,30,10,34,39,3.875,3.875,-4.5,4.5,0.375,0.375,-15.0,15.0,4.25,4.25,-19.5,19.5,-4.0,4.0,0,0,1,2,-2.61852476189691,0.8784997428159979
2013-02-22 17:00:00,10654,10646,10630,10654,10625,10643,10657,10685,30820,58260,1,1,-24,0,32,42,3,31,5,3,-24,8,34,-0.125,0.125,100.0,100.0,-0.20833333333333334,0.20833333333333334,100.0,100.0,-0.3333333333333333,0.3333333333333333,100.0,100.0,0.0,0.0,0,1,1,3,-3.544509262870254,-1.1684208448023143
2013-02-22 18:00:00,10631,10654,10632,10630,10615,10625,10660,10657,46635,30820,1,1,1,-1,45,32,28,3,16,5,2,44,8,28.0,28.0,-3.0,3.0,16.0,16.0,-5.0,5.0,44.0,44.0,-8.0,8.0,-1.0,1.0,0,0,1,1,-2.552052681951091,1.5390732018245705
2013-02-25 15:00:00,10689,10702,10696,10688,10689,10677,10707,10712,26147,54777,1,1,7,-1,18,35,11,10,0,11,8,11,21,1.5714285714285714,1.5714285714285714,-10.0,10.0,0.0,0.0,-11.0,11.0,1.5714285714285714,1.5714285714285714,-21.0,21.0,-7.0,7.0,0,0,1,2,-2.937171711890941,-0.15027729563887604
2013-02-25 18:00:00,10682,10694,10683,10681,10677,10658,10706,10698,52618,47810,1,1,1,-1,29,40,23,4,5,23,2,28,27,23.0,23.0,-4.0,4.0,5.0,5.0,-23.0,23.0,28.0,28.0,-27.0,27.0,-1.0,1.0,0,0,1,2,-2.4481898651817344,1.4258298581351625
2013-02-26 12:00:00,10438,10494,10480,10437,10428,10410,10498,10502,74197,127831,1,1,42,-1,70,92,18,8,10,27,43,28,35,0.42857142857142855,0.42857142857142855,-8.0,8.0,0.23809523809523808,0.23809523809523808,-27.0,27.0,0.6666666666666666,0.6666666666666666,-35.0,35.0,-42.0,42.0,0,0,1,2,-2.106135703249876,1.8124890935264593
2013-02-26 18:00:00,10397,10434,10425,10395,10391,10360,10446,10441,75584,91749,1,1,28,-2,55,81,21,7,6,35,30,27,42,0.75,0.75,-3.5,3.5,0.21428571428571427,0.21428571428571427,-17.5,17.5,0.9642857142857143,0.9642857142857143,-21.0,21.0,-14.0,14.0,0,0,1,2,-2.5614935971701396,0.9879284195873691
2013-02-27 11:00:00,10454,10491,10460,10453,10446,10428,10479,10491,47142,60267,1,1,6,-1,33,63,19,0,8,25,7,27,25,3.1666666666666665,3.1666666666666665,-0.0,0.0,1.3333333333333333,1.3333333333333333,-25.0,25.0,4.5,4.5,-25.0,25.0,-6.0,6.0,0,0,1,2,-2.7265859780848567,0.5035258497974816
2013-02-27 15:00:00,10380,10410,10403,10379,10337,10368,10416,10433,89507,70711,1,1,23,-1,79,65,13,23,43,11,24,56,34,0.5652173913043478,0.5652173913043478,-23.0,23.0,1.8695652173913044,1.8695652173913044,-11.0,11.0,2.4347826086956523,2.4347826086956523,-34.0,34.0,-23.0,23.0,0,0,1,2,-2.147808392485984,1.5597531245678191
2013-03-01 11:00:00,10378,10468,10393,10376,10370,10374,10407,10468,69779,79037,1,1,15,-2,37,94,14,0,8,2,17,22,2,0.9333333333333333,0.9333333333333333,-0.0,0.0,0.5333333333333333,0.5333333333333333,-1.0,1.0,1.4666666666666666,1.4666666666666666,-1.0,1.0,-7.5,7.5,0,0,1,2,-3.2789703382823157,-0.02989861045185147
2013-03-01 21:00:00,10381,10389,10382,10379,10372,10369,10388,10393,6404,18391,1,1,1,-2,16,24,6,4,9,10,3,15,14,6.0,6.0,-2.0,2.0,9.0,9.0,-5.0,5.0,15.0,15.0,-7.0,7.0,-0.5,0.5,0,0,1,2,-3.1374434137456553,-0.3201989341087765
2013-03-05 13:00:00,10404,10431,10416,10401,10400,10396,10427,10441,31267,57733,1,1,12,-3,27,45,11,10,4,5,15,15,15,0.9166666666666666,0.9166666666666666,-3.3333333333333335,3.3333333333333335,0.3333333333333333,0.3333333333333333,-1.6666666666666667,1.6666666666666667,1.25,1.25,-5.0,5.0,-4.0,4.0,0,0,1,2,-3.2359043121279667,-0.4518499755402325
2013-03-06 19:00:00,10560,10592,10574,10551,10547,10542,10590,10603,33671,60279,1,1,14,-9,43,61,16,11,13,9,23,29,20,1.1428571428571428,1.1428571428571428,-1.2222222222222223,1.2222222222222223,0.9285714285714286,0.9285714285714286,-1.0,1.0,2.0714285714285716,2.0714285714285716,-2.2222222222222223,2.2222222222222223,-1.5555555555555556,1.5555555555555556,0,0,1,2,-2.9967231055274612,-0.34481169100329034
2013-03-11 14:00:00,10548,10576,10567,10547,10536,10540,10569,10610,4535,12528,1,1,19,-1,33,70,2,34,12,7,20,14,41,0.10526315789473684,0.10526315789473684,-34.0,34.0,0.631578947368421,0.631578947368421,-7.0,7.0,0.7368421052631579,0.7368421052631579,-41.0,41.0,-19.0,19.0,0,0,1,2,-2.2318383604714933,0.29409939074024416
2013-03-13 20:00:00,10285,10304,10301,10282,10284,10275,10308,10319,4796,12449,1,1,16,-3,24,44,7,15,1,7,19,8,22,0.4375,0.4375,-5.0,5.0,0.0625,0.0625,-2.3333333333333335,2.3333333333333335,0.5,0.5,-7.333333333333333,7.333333333333333,-5.333333333333333,5.333333333333333,0,0,1,2,-3.1574325823944576,-0.8476137905637438
2013-03-14 15:00:00,10259,10309,10286,10258,10254,10250,10299,10314,41666,28890,1,1,27,-1,45,64,13,5,5,8,28,18,13,0.48148148148148145,0.48148148148148145,-5.0,5.0,0.18518518518518517,0.18518518518518517,-8.0,8.0,0.6666666666666666,0.6666666666666666,-13.0,13.0,-27.0,27.0,0,0,1,2,-2.8731671732806836,-0.009235939636981296
2013-03-26 19:00:00,9588,9606,9589,9580,9573,9572,9603,9618,13245,88797,1,1,1,-8,30,46,14,12,15,8,9,29,20,14.0,14.0,-1.5,1.5,15.0,15.0,-1.0,1.0,29.0,29.0,-2.5,2.5,-0.125,0.125,0,0,1,2,-3.036845596499663,0.9502281720672254
2013-03-27 20:00:00,9549,9555,9552,9547,9543,9515,9557,9558,6987,27291,1,1,3,-2,14,43,5,3,6,32,5,11,35,1.6666666666666667,1.6666666666666667,-1.5,1.5,2.0,2.0,-16.0,16.0,3.6666666666666665,3.6666666666666665,-17.5,17.5,-1.5,1.5,0,0,1,2,-3.169089871598939,-0.2089343864287413
2013-03-29 11:00:00,9737,9802,9759,9736,9728,9732,9776,9809,36996,60537,1,1,22,-1,48,77,17,7,9,4,23,26,11,0.7727272727272727,0.7727272727272727,-7.0,7.0,0.4090909090909091,0.4090909090909091,-4.0,4.0,1.1818181818181819,1.1818181818181819,-11.0,11.0,-22.0,22.0,0,0,1,2,-3.0288502556212875,0.20522257811821543
2013-03-29 18:00:00,9748,9759,9754,9747,9747,9732,9773,9759,16888,21269,1,1,6,-1,26,27,19,0,1,15,7,20,15,3.1666666666666665,3.1666666666666665,-0.0,0.0,0.16666666666666666,0.16666666666666666,-15.0,15.0,3.3333333333333335,3.3333333333333335,-15.0,15.0,-6.0,6.0,0,0,1,2,-3.201367674536021,-0.30603171806146917
2013-04-04 20:00:00,9834,9844,9838,9833,9824,9815,9843,9849,8802,18107,1,1,4,-1,19,34,5,5,10,18,5,15,23,1.25,1.25,-5.0,5.0,2.5,2.5,-18.0,18.0,3.75,3.75,-23.0,23.0,-4.0,4.0,0,0,1,2,-3.0447665973290166,-0.19458915200585458
2013-04-05 12:00:00,9793,9845,9804,9791,9781,9775,9820,9847,43776,104717,1,1,11,-2,39,72,16,2,12,16,13,28,18,1.4545454545454546,1.4545454545454546,-1.0,1.0,1.0909090909090908,1.0909090909090908,-8.0,8.0,2.5454545454545454,2.5454545454545454,-9.0,9.0,-5.5,5.5,0,0,1,2,-3.1873775368963693,0.36257940125222815
2013-04-05 17:00:00,9727,9787,9752,9726,9715,9685,9780,9795,72075,125537,1,1,25,-1,65,110,28,8,12,41,26,40,49,1.12,1.12,-8.0,8.0,0.48,0.48,-41.0,41.0,1.6,1.6,-49.0,49.0,-25.0,25.0,0,0,1,2,-2.027240012946174,2.275636050372899
2013-04-09 21:00:00,10108,10118,10113,10107,10106,10099,10121,10121,7382,15906,1,1,5,-1,15,22,8,3,2,8,6,10,11,1.6,1.6,-3.0,3.0,0.4,0.4,-8.0,8.0,2.0,2.0,-11.0,11.0,-5.0,5.0,0,0,1,2,-3.316396558914542,-0.7662624566993974
2013-04-11 22:00:00,10052,10060,10054,10050,10040,10047,10058,10069,2975,3415,1,1,2,-2,18,22,4,9,12,3,4,16,12,2.0,2.0,-4.5,4.5,6.0,6.0,-1.5,1.5,8.0,8.0,-6.0,6.0,-1.0,1.0,0,0,1,2,-3.300056873906265,-0.713060739134517
2013-04-15 21:00:00,9608,9622,9614,9607,9586,9593,9624,9655,8754,18158,1,1,6,-1,38,62,10,33,22,14,7,32,47,1.6666666666666667,1.6666666666666667,-33.0,33.0,3.6666666666666665,3.6666666666666665,-14.0,14.0,5.333333333333333,5.333333333333333,-47.0,47.0,-6.0,6.0,0,0,1,2,-2.3030863152346885,0.8722872905097799
2013-04-19 21:00:00,9705,9731,9713,9702,9682,9695,9725,9737,11182,8807,1,1,8,-3,43,42,12,6,23,7,11,35,13,1.5,1.5,-2.0,2.0,2.875,2.875,-2.3333333333333335,2.3333333333333335,4.375,4.375,-4.333333333333333,4.333333333333333,-2.6666666666666665,2.6666666666666665,0,0,1,2,-3.2076095648183442,-0.5269217383467301
2013-04-22 19:00:00,9592,9617,9613,9579,9576,9563,9625,9619,14519,69464,1,1,21,-13,49,56,12,2,16,16,34,28,18,0.5714285714285714,0.5714285714285714,-0.15384615384615385,0.15384615384615385,0.7619047619047619,0.7619047619047619,-1.2307692307692308,1.2307692307692308,1.3333333333333333,1.3333333333333333,-1.3846153846153846,1.3846153846153846,-1.6153846153846154,1.6153846153846154,0,0,1,2,-3.1996275953959503,-0.3386353700594621
2013-04-24 21:00:00,9896,9910,9901,9895,9893,9886,9915,9914,4021,9735,1,1,5,-1,22,28,14,4,3,9,6,17,13,2.8,2.8,-4.0,4.0,0.6,0.6,-9.0,9.0,3.4,3.4,-13.0,13.0,-5.0,5.0,0,0,1,2,-3.2245393742269184,-0.5966217445659968
2013-05-08 23:00:00,10662,10677,10669,10661,10660,10652,10680,10686,5084,5400,1,1,7,-1,20,34,11,9,2,9,8,13,18,1.5714285714285714,1.5714285714285714,-9.0,9.0,0.2857142857142857,0.2857142857142857,-9.0,9.0,1.8571428571428572,1.8571428571428572,-18.0,18.0,-7.0,7.0,0,0,1,2,-2.9343697987412716,-0.6565659443117763
2013-05-10 10:00:00,10654,10662,10604,10669,10581,10660,10654,10680,50256,5084,1,1,-50,15,73,20,0,11,23,2,-65,23,13,-0.0,0.0,0.7333333333333333,0.7333333333333333,-0.46,0.46,0.13333333333333333,0.13333333333333333,-0.46,0.46,0.8666666666666667,0.8666666666666667,-3.3333333333333335,3.3333333333333335,0,0,1,2,-3.6182119853094012,-0.8677944183125426
2013-05-10 11:00:00,10607,10654,10620,10604,10593,10581,10658,10654,37780,50256,1,1,13,-3,65,73,38,0,14,23,16,52,23,2.923076923076923,2.923076923076923,-0.0,0.0,1.0769230769230769,1.0769230769230769,-7.666666666666667,7.666666666666667,4.0,4.0,-7.666666666666667,7.666666666666667,-4.333333333333333,4.333333333333333,0,0,1,2,-2.674386189207681,0.1326930219819574
2013-05-13 22:00:00,10384,10403,10387,10383,10375,10381,10389,10409,4191,4968,1,1,3,-1,14,28,2,6,9,2,4,11,8,0.6666666666666666,0.6666666666666666,-6.0,6.0,3.0,3.0,-2.0,2.0,3.6666666666666665,3.6666666666666665,-8.0,8.0,-3.0,3.0,0,0,1,2,-3.2926254662772267,-0.9339443993545486
2013-05-14 13:00:00,10446,10467,10463,10444,10431,10403,10496,10473,45812,51279,1,1,17,-2,65,70,33,6,15,41,19,48,47,1.9411764705882353,1.9411764705882353,-3.0,3.0,0.8823529411764706,0.8823529411764706,-20.5,20.5,2.823529411764706,2.823529411764706,-23.5,23.5,-8.5,8.5,0,0,1,2,-2.325147944164139,0.7558854600567205
2013-05-14 14:00:00,10464,10446,10410,10463,10409,10431,10478,10496,44296,45812,1,1,-54,-1,69,65,14,33,1,15,-53,15,48,-0.25925925925925924,0.25925925925925924,-33.0,33.0,-0.018518518518518517,0.018518518518518517,-15.0,15.0,-0.2777777777777778,0.2777777777777778,-48.0,48.0,54.0,54.0,0,0,1,2,-2.5153688785467536,0.6486871562871077
2013-05-14 15:00:00,10411,10464,10440,10410,10377,10409,10460,10478,74434,44296,1,1,29,-1,83,69,20,14,34,1,30,54,15,0.6896551724137931,0.6896551724137931,-14.0,14.0,1.1724137931034482,1.1724137931034482,-1.0,1.0,1.8620689655172413,1.8620689655172413,-15.0,15.0,-29.0,29.0,0,0,1,2,-2.4739846959708522,0.7476548367828665
2013-05-17 20:00:00,10555,10574,10556,10554,10547,10536,10566,10574,3136,9073,1,1,1,-1,19,38,10,0,8,18,2,18,18,10.0,10.0,-0.0,0.0,8.0,8.0,-18.0,18.0,18.0,18.0,-18.0,18.0,-1.0,1.0,0,0,1,2,-2.80383462285179,0.05272432750199403
2013-05-20 16:00:00,10629,10658,10634,10628,10607,10616,10682,10677,58114,61617,1,1,5,-1,75,61,48,19,22,12,6,70,31,9.6,9.6,-19.0,19.0,4.4,4.4,-12.0,12.0,14.0,14.0,-31.0,31.0,-5.0,5.0,0,0,1,2,-2.0666573133888066,1.5173103771167349
2013-05-20 23:00:00,10711,10719,10712,10710,10710,10707,10726,10728,3305,3549,1,1,1,-1,16,21,14,9,1,3,2,15,12,14.0,14.0,-9.0,9.0,1.0,1.0,-3.0,3.0,15.0,15.0,-12.0,12.0,-1.0,1.0,0,0,1,2,-2.9894188445690517,-0.39445546791550806
2013-05-31 12:00:00,9887,10081,9896,9885,9876,9856,9922,10095,70873,178714,1,1,9,-2,46,239,26,14,11,29,11,37,43,2.888888888888889,2.888888888888889,-7.0,7.0,1.2222222222222223,1.2222222222222223,-14.5,14.5,4.111111111111111,4.111111111111111,-21.5,21.5,-4.5,4.5,0,0,1,2,-2.515782127053458,1.8371736043251048
2013-06-04 16:00:00,9963,9982,9964,9962,9950,9899,10011,9982,67086,87440,1,1,1,-1,61,83,47,0,13,63,2,60,63,47.0,47.0,-0.0,0.0,13.0,13.0,-63.0,63.0,60.0,60.0,-63.0,63.0,-1.0,1.0,0,0,1,1,-1.12770681154882,4.773327703623326
2013-06-04 22:00:00,9859,9876,9867,9858,9825,9822,9880,9883,13459,14165,1,1,8,-1,55,61,13,7,34,36,9,47,43,1.625,1.625,-7.0,7.0,4.25,4.25,-36.0,36.0,5.875,5.875,-43.0,43.0,-8.0,8.0,0,0,1,2,-2.1841128754291037,0.9027121950007347
2013-06-05 23:00:00,9703,9722,9705,9702,9693,9693,9733,9727,14995,11684,1,1,2,-1,40,34,28,5,10,9,3,38,14,14.0,14.0,-5.0,5.0,5.0,5.0,-9.0,9.0,19.0,19.0,-14.0,14.0,-2.0,2.0,0,0,1,2,-2.9229964114146623,0.395762839568847
2013-06-10 14:00:00,10068,10099,10084,10065,10060,10065,10114,10107,3093,2803,1,1,16,-3,54,42,30,8,8,0,19,38,8,1.875,1.875,-2.6666666666666665,2.6666666666666665,0.5,0.5,-0.0,0.0,2.375,2.375,-2.6666666666666665,2.6666666666666665,-5.333333333333333,5.333333333333333,0,0,1,2,-3.0776629415863836,-0.7521224549126548
2013-06-11 12:00:00,9787,9940,9801,9780,9779,9701,9810,9941,5448,19071,1,1,14,-7,31,240,9,1,8,79,21,17,80,0.6428571428571429,0.6428571428571429,-0.14285714285714285,0.14285714285714285,0.5714285714285714,0.5714285714285714,-11.285714285714286,11.285714285714286,1.2142857142857142,1.2142857142857142,-11.428571428571429,11.428571428571429,-2.0,2.0,0,0,1,2,-2.445993721749876,0.1332763133375559
2013-06-11 13:00:00,9801,9787,9692,9801,9676,9779,9803,9810,12231,5448,1,1,-109,0,127,31,2,9,16,8,-109,18,17,-0.01834862385321101,0.01834862385321101,100.0,100.0,-0.14678899082568808,0.14678899082568808,100.0,100.0,-0.1651376146788991,0.1651376146788991,100.0,100.0,0.0,0.0,0,1,1,3,-3.936476535508026,-1.6563724779500406
2013-06-11 14:00:00,9696,9801,9731,9692,9674,9676,9746,9803,10186,12231,1,1,35,-4,72,127,15,2,22,16,39,37,18,0.42857142857142855,0.42857142857142855,-0.5,0.5,0.6285714285714286,0.6285714285714286,-4.0,4.0,1.0571428571428572,1.0571428571428572,-4.5,4.5,-8.75,8.75,0,0,1,2,-2.8422027539992425,-0.28736092861060375
2013-06-19 15:00:00,9580,9611,9586,9579,9522,9560,9596,9614,66956,63126,1,1,6,-1,74,54,10,3,58,19,7,68,22,1.6666666666666667,1.6666666666666667,-3.0,3.0,9.666666666666666,9.666666666666666,-19.0,19.0,11.333333333333334,11.333333333333334,-22.0,22.0,-6.0,6.0,0,0,1,2,-2.6218622832466925,1.3588996829044382
2013-06-20 16:00:00,9238,9291,9269,9236,9236,9230,9285,9308,51109,60035,1,1,31,-2,49,78,16,17,2,6,33,18,23,0.5161290322580645,0.5161290322580645,-8.5,8.5,0.06451612903225806,0.06451612903225806,-3.0,3.0,0.5806451612903226,0.5806451612903226,-11.5,11.5,-15.5,15.5,0,0,1,2,-3.1314776236172785,0.38366209084438313
2013-06-24 11:00:00,9186,9326,9247,9185,9184,9155,9295,9326,86138,110492,1,1,61,-1,111,171,48,0,2,30,62,50,30,0.7868852459016393,0.7868852459016393,-0.0,0.0,0.03278688524590164,0.03278688524590164,-30.0,30.0,0.819672131147541,0.819672131147541,-30.0,30.0,-61.0,61.0,0,0,1,2,-1.9475433104329827,2.461316339918821
2013-06-25 19:00:00,9098,9116,9110,9071,9069,9070,9118,9153,13898,72289,1,1,12,-27,49,83,8,37,29,1,39,37,38,0.6666666666666666,0.6666666666666666,-1.3703703703703705,1.3703703703703705,2.4166666666666665,2.4166666666666665,-0.037037037037037035,0.037037037037037035,3.0833333333333335,3.0833333333333335,-1.4074074074074074,1.4074074074074074,-0.4444444444444444,0.4444444444444444,0,0,1,2,-2.951900366612421,-0.04196914981160474
2013-06-27 15:00:00,9386,9406,9387,9384,9342,9384,9409,9423,65329,28524,1,1,1,-2,67,39,22,17,44,0,3,66,17,22.0,22.0,-8.5,8.5,44.0,44.0,-0.0,0.0,66.0,66.0,-8.5,8.5,-0.5,0.5,0,0,1,1,-2.3183113542363025,3.164061916226939
2013-06-27 20:00:00,9429,9468,9432,9427,9396,9406,9435,9468,13005,18734,1,1,3,-2,39,62,3,0,33,21,5,36,21,1.0,1.0,-0.0,0.0,11.0,11.0,-10.5,10.5,12.0,12.0,-10.5,10.5,-1.5,1.5,0,0,1,2,-3.0551690159072966,0.1536538227691326
2013-07-02 10:00:00,9634,9666,9659,9625,9605,9623,9683,9670,62810,8631,1,1,25,-9,78,47,24,4,29,2,34,53,6,0.96,0.96,-0.4444444444444444,0.4444444444444444,1.16,1.16,-0.2222222222222222,0.2222222222222222,2.12,2.12,-0.6666666666666666,0.6666666666666666,-2.7777777777777777,2.7777777777777777,0,0,1,2,-3.0808344190668087,-0.15308372474556423
2013-07-02 15:00:00,9532,9549,9538,9531,9508,9520,9565,9566,44204,39033,1,1,6,-1,57,46,27,17,24,11,7,51,28,4.5,4.5,-17.0,17.0,4.0,4.0,-11.0,11.0,8.5,8.5,-28.0,28.0,-6.0,6.0,0,0,1,2,-2.6313536444820413,0.9623116598320639
2013-07-03 21:00:00,9452,9461,9456,9451,9446,9445,9465,9492,3375,11643,1,1,4,-1,19,47,9,31,6,6,5,15,37,2.25,2.25,-31.0,31.0,1.5,1.5,-6.0,6.0,3.75,3.75,-37.0,37.0,-4.0,4.0,0,0,1,2,-2.776517381311688,0.24232382887616977
2013-07-05 18:00:00,9409,9472,9416,9408,9360,9400,9434,9472,61971,81311,1,1,7,-1,74,72,18,0,49,8,8,67,8,2.5714285714285716,2.5714285714285716,-0.0,0.0,7.0,7.0,-8.0,8.0,9.571428571428571,9.571428571428571,-8.0,8.0,-7.0,7.0,0,0,1,2,-2.9729242230106223,0.9724002359041318
2013-07-10 11:00:00,9291,9360,9337,9290,9272,9269,9349,9379,64876,88046,1,1,46,-1,77,110,12,19,19,21,47,31,40,0.2608695652173913,0.2608695652173913,-19.0,19.0,0.41304347826086957,0.41304347826086957,-21.0,21.0,0.6739130434782609,0.6739130434782609,-40.0,40.0,-46.0,46.0,0,0,1,2,-2.1343259504572214,1.9685440237119658
